imgPath,caption,chartType,xAxis,yAxis
statista_dataset/dataset_copy/imgs/17498.png," This statistic reflects the dependency rate on energy imports in Portugal from 2008 to 2017. In 2017, the dependency rate on energy imports increased in comparison to the previous year, reaching approximately 77.16 percent. The dependency rate on energy imports peaked in 2015 reaching 77.87 percent. ",line,Unnamed: 0,Energy imports dependency rate
statista_dataset/dataset_copy/imgs/4796.png," This statistic shows the household income of white families in the U.S. from 1990 to 2019. The median income in 2019 was at 76,057 U.S. dollars for white, non-Hispanic families. The median household income of the United States can be accessed here. ",line,Unnamed: 0,Median income in 2019 CPI-U-RS adjusted U.S. dollars
statista_dataset/dataset_copy/imgs/2012.png," This graph shows the total number of students enrolled in public elementary and secondary schools in Canada in the academic year 2018/19, distinguished by province. In the academic year 2018/19, about 2.04 million students were enrolled in public elementary and secondary schools in Ontario. At this time, there were a total of around 4.92 million students enrolled in public elementary or secondary schools in Canada, a slight increase from previous years. With a primary school enrollment rate of 99.5 percent in 2017, Canada is one of the countries with the highest share of students in primary schools. ",bar,Unnamed: 0,Number of students
statista_dataset/dataset_copy/imgs/19362.png," This statistic depicts the number of active physicians in West Virginia as of March 2020, sorted by their specialty area. At that time, there were 237 anesthesiologists active in West Virginia. There are over 2,800 physicians in the state in total. ",table,Specialty area,Number of physicians
statista_dataset/dataset_copy/imgs/7243.png," Rocket League is a sports video game developed by Psyonix and released in July 2015 on Xbox One, Windows and PlayStation 4. The game combines elements from both racing and soccer games - each player controls a vehicle which is used to strike a ball with the aim of scoring in the opposing goal. In the five years since its launch, five billion matches of Rocket League have been played, with gamers scoring a combined total of 29 billion goals. ",table,Unnamed: 0,Key figures
statista_dataset/dataset_copy/imgs/16633.png," The statistic shows the infant mortality rate in Senegal from 2009 to 2019. In 2019, the infant mortality rate in Senegal was at about 32.7 deaths per 1,000 live births. ",column,Unnamed: 0,"Deaths per 1,000 live births"
statista_dataset/dataset_copy/imgs/7658.png," This statistic presents the length of paved roads in Singapore from 2009 to 2019. In 2019, approximately 9.5 thousand lane-kilometers of roads were paved, representing an increase from around 8.85 thousand lane-kilometers in 2009. ",column,Unnamed: 0,Length of paved roads in lane-kilometers
statista_dataset/dataset_copy/imgs/10856.png," Consumer demand for face masks has dramatically increased globally due to the COVID-19 coronavirus, to the extent that many stores have run out of them. As one of the world's largest manufacturers of N95 respiratory masks and other protective products, it is estimated that 3M Company could have a sales boost of up more than one billion U.S. dollars in 2020 because of coronavirus-related demand. Comparatively, during the the 'swine flu' H1N1 virus pandemic in 2009-2010, 3M's sales were boosted by 350 million U.S. dollars. President Trump's administration reportedly plans to order millions of face masks from 3M. ",table,Virus pandemic (year),Sales increase in million U.S. dollars
statista_dataset/dataset_copy/imgs/5641.png," This statistic presents a ranking of leading FMCG brands on Instagram as of December 2017, based on the number of followers. As of the survey period, Red Bull ranked third with 8 million followers. Too Faced Cosmetics was ranked first with 9.6 million followers. ",bar,Unnamed: 0,Number of Instagram followers in millions
statista_dataset/dataset_copy/imgs/21074.png," It is estimated that 55 percent of the global hearing aids market in 2018 were generated via the distribution by audiology and ENT clinics. As of that year, the global hearing aid market was valued at some 8.4 billion U.S. dollars. ",pie,Unnamed: 0,Market share
statista_dataset/dataset_copy/imgs/7817.png," This statistic depicts the number of active physicians in Maryland as of March 2020, ordered by specialty area. At that time, there were 1,212 anesthesiologists employed in Maryland. In total, there were over 14,000 registered specialty physicians in Maryland during that time. ",table,Specialty area,Number of physicians
statista_dataset/dataset_copy/imgs/20511.png," During a 2019 survey of bloggers, 77 percent of respondents claimed to have published a how-to-article within the past 12 months, making how-to-articles the most popular blog content format. News and trend articles were ranked second, with 49 percent of responding bloggers stating that they had published content in this segment in the past year. ",bar,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/18171.png," As of April 2020, 70 percent of Finns considered the restrictive measures introduced by the government to be appropriate and timely. Less than one fifth of the respondents considered the measures too loose, while ten percent said they were unnecessarily strict. The first COVID-19 case in Finland was confirmed on January 29, 2020. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",pie,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/18181.png," In 2019, the leather goods product category accounted for 55 percent of the Kering Group's global revenue. Kering's global revenue was approximately 15.9 billion euros that year.",pie,Unnamed: 0,Revenue share
statista_dataset/dataset_copy/imgs/20007.png," This statistic shows the production volume of p-xylene (also known as para-xylene) in the United States from 1990 to 2019. In 2019, the U.S. production volume of para-xylene amounted to a total of 2.68 million metric tons. ",column,Unnamed: 0,Production in thousand metric tons
statista_dataset/dataset_copy/imgs/10753.png," As of early March 2020 sources predict that the advertising industry in the United States will experience losses of 26 billion U.S. dollars in revenue. This figure represents a decline of 10.6 percent according to market analysts. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",table,Unnamed: 0,Values
statista_dataset/dataset_copy/imgs/17436.png," This graph shows the volume of U.S. exports of trade goods in 2019, by state. In 2019, the state of California exported goods worth about 159.3 billion U.S. dollars. ",bar,Unnamed: 0,Volume of trade goods in million U.S. dollars
statista_dataset/dataset_copy/imgs/16604.png, The statistic shows the amount of money people spent on their last pair of running shoes according to a survey carried out in late 2017. A quarter of the survey respondents said that they spent between 101 and 120 U.S. dollars on their last pair of running shoes. ,column,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/771.png," This statistic displays Google's net income from 2001 through 2015. In the most recently reported period, the internet company's net income amounted to 16.35 billion US dollars, up from 12.92 billion US dollars in 2013. That year, Google's revenue came to 66 billion US dollars. Since parent company Alphabet discontinued reporting a separate net income for Google, interested parties only have the operating income to go by. Google's 2016 operating income amounted to 27.89 billion U.S. dollars in 2016, up from 23.32 billion U.S. dollars in the preceding fiscal period. ",column,Unnamed: 0,Net income (in million U.S. dollars)
statista_dataset/dataset_copy/imgs/16327.png," In 2019, the finance, insurance, real estate, rental, and leasing industry in Connecticut contributed the most amount of money to the state GDP. That year, this industry contributed 70.26 billion U.S. dollars in real value to Connecticut's state GDP. ",bar,Industry,Real value added in billion chained (2012) U.S. dollars
statista_dataset/dataset_copy/imgs/27480.png," More than two thirds of Horeca companies in Poland stopped opertaing because of the coronavirus (COVID-19) pandemic in Poland in March 2020. A third of the companies were still operating, but to a limited degree. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",pie,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/12623.png," This statistic shows the per capita consumption of soft drinks in the United Kingdom (UK) from 2007 to 2019. In 2019, approximately 107 liters of soft drinks were consumed per person in the United Kingdom. ",column,Unnamed: 0,Litres consumed per capita
statista_dataset/dataset_copy/imgs/26335.png," This statistic compares how favorable Prince Charles was viewed in different countries worldwide in 2018. With a net favorability of 47 percent, Charles is viewed most favorably in Romania, more than his native Great Britain where his net favorability rating is only three percent. In 14 of the countries surveyed here, Charles has a negative favorability rating ",bar,Unnamed: 0,Net favorability
statista_dataset/dataset_copy/imgs/17010.png," As of April 2020, around 24 percent of respondents in India, who owned a smartphone, planned to purchase a Samsung device as an upgrade. On a year-over-year basis, the brand preference for Samsung increased by over six percent. This resulted in Samsung taking the pole position. By 2022, the number of smartphone users in the south Asian nation was estimated to reach over 440 million users. ",pie,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/15282.png," As of 2019, direct traffic accounts for the largest percentage of website traffic worldwide, with a share of 55 percent. Additionally, search traffic accounts for 29 percent of worldwide website traffic. ",pie,Unnamed: 0,Traffic share
statista_dataset/dataset_copy/imgs/5317.png," This statistic shows the unemployment rate in Kazakhstan from 1999 to 2020. In 2020, the unemployment rate in Kazakhstan was at approximately 4.55 percent. ",line,Unnamed: 0,Unemployment rate
statista_dataset/dataset_copy/imgs/2019.png," The statistic shows the gross domestic product (GDP) in Canada from 1984 to 2019, with projections up until 2021. In 2019, the gross domestic product in Canada was around 1.9 trillion international dollars. The economy of Canada Canada is the second biggest country in the world after Russia and the biggest country in North America. Despite its large size, Canada has a relatively small population of just around 35.9 million people. However, the total population in Canada is estimated to grow to around 37.5 million inhabitants in 2020. The standard of living in the country is pretty high, the life expectancy as of 2013 in Canada ranks as one of the highest in the world. In addition, the country ranks number eight on the Human Development Index (HDI) worldwide. All key factors point to a stable and sustainable economy. Not only is Canadaâ€™s population increasing, but the economy has been slowly recovering after the global financial crisis in 2008. The unemployment rate in Canada in 2010 was at approximately 8 percent (263696). Today, the unemployment rate in Canada is estimated to be around 6.8 percent, and it is estimated to decrease further. During the financial crisis in 2008, Canada's inflation rate amounted to around 2.4 percent. By 2013, the inflation rate was at less than 1 percent in comparison to the previous year. Canada is considered to be one of the worldâ€™s wealthiest countries. By value of private financial wealth, Canada ranked seventh along with Italy. In addition, its gross domestic product per capita in 2014 was among the largest in the world and during the same year, its gross domestic product increased by over 2.5 percent in comparison to the previous year. Canadaâ€™s economic growth has been a result of its political stability and economic reforms following the global financial crisis. In the period between 2009 and 2010, Canada was among the leading countries with the highest political stability in the world. ",line,Unnamed: 0,Gross domestic product in billion international dollars
statista_dataset/dataset_copy/imgs/20786.png," The annual production volume of Kvanefjeld mine in Greenland is expected to be approximately 10.3 tons of rare earth oxides once development of the mine is completed. In August 2018, a deal was signed with Shenghe Resource. ",table,"Company (project name, location) [development stage (date)]",Production protential in tons REO**
statista_dataset/dataset_copy/imgs/4124.png," Including President-elect Joe Biden, the United States has had 46 presidents since George Washington's election in 1789. While Washington himself was not affiliated with any political party, and even argued against partisanship (something that the other Founding Fathers agreed with), political differences and personal rivalries between the Founding Fathers eventually led to the founding of the Federalist Party, led by Alexander Hamilton, and the Democratic-Republican Party, led by Thomas Jefferson. Washington's successor, John Adams, was the only Federalist president, before the Democratic-Republicans occupied the White House from 1801 until 1829. Formation of the Democratic and Republican parties The 1820s again saw political and personal rivalries lead to a split among the country's leadership, and the Democratic-Republican Party made way for the formation of the Democratic Party and the National Republican Party. The Democratic Party was formed by Andrew Jackson and his supporters, and was traditionally the more conservative of the major political parties in the U.S. until the mid-twentieth century. The National Republican Party was short lived, and eventually amalgamated with the Whig Party in the 1830s, who would go on to be the main opposition to the Democratic Party for the subsequent two decades. Four U.S. presidents belonged to the Whig Party, although it may be important to note that these four men only served a combined eight years in office, as two of them died a short while into their tenure. The issue of slavery was the most dominant and divisive issue in U.S. politics in the mid-nineteenth century, and regional splits emerged in both parties; the rifts did not break apart the Democratic Party, who favored state sovereignty on the issue, whereas the divide in the Whig Party saw it splinter into the right-wing Know Nothing Party in the south, and anti-slavery Republican Party in the north. The 1856 election was the first to feature candidates of both the Democratic and Republican Parties, marking the beginning of the major political rivalry that has dominated U.S. politics for the past 160 years. Realignment Abraham Lincoln became the U.S.' first Republican president with his victory in the 1860 election. From then until 1933, twelve of the U.S.' 16 presidents belonged to the Republican Party, while just four* were from the Democratic Party. Due to the legacy left by the American Civil War, the southern, former-Confederate states were a political stronghold for the Democratic Party, and rarely voted for Republican candidates in presidential elections; in contrast to this, the north, west and newly-admitted states tended to vote Republican. In the 1910s, the Republican Party transitioned into the more ideologically conservative option of the two major parties, and more fiscally conservative following the Great Depression; however, it was not until the Johnson administration in the 1960s, particularly due to matters regarding African-American civil rights, where the core voter bases switched into what is typically expected today. In the past century, there have been ten Republican and nine Democratic presidents (including Joe Biden), with Democrats occupying the White House for roughly 52 of these years. Republican voters in the twenty-first century are generally more conservative and right-leaning in regards to both economic and social issues, whereas Democratic voters tend to be the opposite. There are also strong correlations between political parties and their voters, based on issues such as location, ethnicity, wealth, education and age. ",pie,Unnamed: 0,Number of presidents
statista_dataset/dataset_copy/imgs/18494.png," In a survey of 2019, 37 percent of Italian respondents believed that Italy's membership of the European Union was a good thing. On the other hand, 42 percent of interviewees thought that being part of the EU was neither good nor bad for Italy. Compared to the other EU countries, respondents from Italy and Czech Republic made up the smallest share of people stating that the EU membership was a good thing for their country. ",pie,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/23409.png," As of March 2020, there were a total of 6,275 monetary financial institutions (MFIs) operating across the 28 countries of the European Union (EU28), of which the majority where credit institutions (banks). The definition of MFIs according to the European Central Bank (ECB) is ""resident credit institutions as defined in European Union (EU) law, and other resident financial institutions whose business is to receive deposits and/or close substitutes for deposits from entities other than MFIs and, for their own account (at least in economic terms), to grant credits and/or make investments in securities."" The decline of European banks In 2020, Germany had more banks operating than any other European country. Germany has three main types of banks, which includes Commercial, savings (or Sparkassen) and Cooperative banks. Overall, Europe has seen a continuing fall in the number of credit institutions from 2008 onwards. As a result, the European banking sector has seen a decline in the number of individuals employed. Bank branches and ATMâ€™s With the consolidation and decline in banks operating in Europe it is not surprising to see that the number of bank branches has also deteriorated since 2008. The same trend affected the number of automated teller machines (ATMs) in Europe which saw an year-on-year decline between 2010 and 2018. ",pie,Unnamed: 0,Number of MFIs
statista_dataset/dataset_copy/imgs/10577.png," This chart shows some of the media consumption habits of the Silent Generation in the United States in 2012. According to a recent study, the Silent Generation was 56 percent more likely than other U.S. adults to read a newspaper (print or e-edition). ",table,Unnamed: 0,Unnamed: 1
statista_dataset/dataset_copy/imgs/10639.png," The outbreak of the coronavirus disease (COVID-19) had been confirmed in around 195 countries or territories around the world. As July 20, 2020, there had been 276,202 total cases of COVID-19 in Iran. Around 240,087 patients had recovered from the disease according to Iran's official government data. ",table,Unnamed: 0,Unnamed: 1
statista_dataset/dataset_copy/imgs/15622.png," The coronavirus pandemic and resulting fall in consumer demand is expected to result in a decline of 7.6 million barrels per day in refining output for 2020. This would translate into a decrease of some nine percent compared to the previous year. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Fact and Figures page. ",table,Unnamed: 0,Volume in million barrels per day
statista_dataset/dataset_copy/imgs/355.png," Maharashtra confirmed over 1.8 million cases of the coronavirus (COVID-19) as of December 17, 2020, with over 48 thousand fatalities and about 1.7 million recoveries. India reported more than 9.9 million confirmed cases, including this state that same day. The country went into lockdown on March 25, the largest in the world, restricting 1.3 billion people and extended until the end of May. As per new guidelines, districts were divided into red, orange and green zones. Red zones were hotspots and did not see any relaxations in comparison to the areas considered less prone to the spread of the virus. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Fact and Figures page. ",column,Unnamed: 0,Number of cases
statista_dataset/dataset_copy/imgs/27473.png," An ongoing survey of U.S. registered nurses found that only 63 percent had access to N95 respirators on their units. This statistic shows the percentage of U.S. registered nurses with access to N95 and PAPR type respirators as of March 3, 2020. ",column,Unnamed: 0,Percentage of nurses
statista_dataset/dataset_copy/imgs/1297.png," This statistic shows the winners of the Football League Cup from 1961 to 2020. Liverpool FC have won the most League Cup titles, having lifted the trophy a total of eight times, most recently back in 2003. ",bar,Unnamed: 0,Number of titles
statista_dataset/dataset_copy/imgs/1798.png," This statistic depicts the sales share of IKEA in 2019, by region. In 2019, Europe accounted for 71 percent of IKEA's sales.IKEAIKEA is a privately held, international home products company that designs and sells ready-to-assemble furniture such as beds, chairs, desks, appliances and home accessories. Founded in 1943 in Ã„lmhult, Sweden, IKEA is the world's largest furniture retailer. In the 2019 fiscal year, the company generated a global revenues amounting to 41.3 billion Euros. One of the key competitive advantages IKEA has is its extensive knowledge about the customers. The company understands the purchasing factors that influence customers to buy and implements the best practices to induce that decision and, as a result, has become one of the most loved companies worldwide. IKEA offers low prices and a huge range of products. This wide range is available in all IKEA stores and customers can order much of the range online through IKEAâ€™s website.Designers constantly introduce new design products that look stylish in the eyes of customers. All the products are designed so they are easy to transport and assemble. Moreover, the company offers the widest product range and positive shopping experience. All of these factors are aligned with what customers want and need and which results in higher sales. Without such extensive customer knowledge and best practices to benefit from that knowledge, IKEA would be unable to outcompete its current competitors.The IKEA vision is to create a better everyday life for all people. This is made possible by offering a wide range of well-designed, functional home furnishing products at prices so low that as many people as possible will be able to afford them. ",pie,Unnamed: 0,Sales per region
statista_dataset/dataset_copy/imgs/9842.png," Of the world's total energy supply in 2018, nuclear energy accounted for 4.9 percent, amounting to 517.8 million metric tons of oil equivalent. The source with the highest share is oil, accounting for more than 30 percent of the world's primary energy supply. ",pie,"Based on a world total energy supply of 14,282 Mtoe",Share of energy supply
statista_dataset/dataset_copy/imgs/13075.png," This statistic depicts the retail revenue share of the world's leading 250 retailers in 2018, by product sector. In that year, 66.5 percent of the retail revenue of the world's leading 250 retailers was generated in the fast-moving consumer goods sector. ",pie,Unnamed: 0,Retail revenue share
statista_dataset/dataset_copy/imgs/739.png," As of November 15, 2020, almost 2.8 million coronavirus (COVID-19) tests were conducted in South Korea. South Korea succeeded in flattening the infection curve by rapidly conducting extensive tests immediately in the early stages and exported medical products and hygiene products to other countries. As of November 20, 2020, South Korea confirmed 30,017 cases of infection including 501 deaths. After the first wave lasted till April and the second wave in August, Korea is currently facing the third wave with 200 to 300 daily confirmed cases. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",line,Unnamed: 0,Number of cases
statista_dataset/dataset_copy/imgs/3933.png," The number of drive-in cinema sites in the United States remained at 321 in 2019, the same as in the previous year. The figure tends to remain the same for years at a time, and is always far lower than the number of indoor sites, which make up the vast majority of cinemas in the country. ",line,Unnamed: 0,Number of drive-in cinema sites
statista_dataset/dataset_copy/imgs/7729.png," As of November 20, 2020, around 81 percent of the patients who died from novel coronavirus (COVID-19) in South Korea were aged 70 years or older. After the first wave lasted till April and the second wave in August, Korea is currently facing the third wave with 200 to 300 daily confirmed cases. South Korea confirmed 30,017 cases of infection including 501 deaths. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",pie,Unnamed: 0,Share of cases
statista_dataset/dataset_copy/imgs/8947.png," This statistic shows the median age of the population in Yemen from 1950 to 2050*.The median age is the age that divides a population into two numerically equal groups; that is, half the people are younger than this age and half are older. It is a single index that summarizes the age distribution of a population. In 2015, the median age of the population of Yemen was 19.1 years. ",column,Unnamed: 0,Median age in years
statista_dataset/dataset_copy/imgs/8199.png," This statistic depicts the number of active physicians in Wisconsin as of March 2020, sorted by specialty area. At that time, there were 1,001 anesthesiologists active in Wisconsin. Incomes received by physicians can vary widely depending on specialty. ",table,Specialty area,Number of physicians
statista_dataset/dataset_copy/imgs/16091.png," According to a report based on 44,415 confirmed cases of the novel coronavirus COVID-19 in China published in February 2020, critical conditions accounted for about five percent of the total. Critically ill patients suffered from symptoms such as respiratory failure, multiple organ dysfunction, and septic shock. ",pie,Unnamed: 0,Share of patients
statista_dataset/dataset_copy/imgs/10275.png," This statistic presents the leading drivers of loyalty among hair and beauty salon customers according to salon owners in the United Kingdom in 2017. Of salon businesses surveyed, almost 60 percent claimed that developing good relationships with customers is important for driving loyalty. ",bar,Unnamed: 0,Average number of employees
statista_dataset/dataset_copy/imgs/12957.png," In 2019, the Gucci brand generated 63 percent of the Kering Group's global revenue. Kering's global revenue was approximately 15.9 billion euros that year.",pie,Unnamed: 0,Revenue share
statista_dataset/dataset_copy/imgs/3481.png," According to the latest survey conducted in June 2020, the current President of Poland, Andrzej Duda, has the highest chance of winning next year's presidential election. The poll estimates that he may count on 40 percent of votes. RafaÅ‚ Trzaskowski (Koalicja Obywatelska) took second place with the support of 27 percent of the respondents. On May 14th, MaÅ‚gorzata Kidawa-BÅ‚oÅ„ska, the former candidate of the KO (Koalicja Obywatelska) in the presidential election, resigned from running. The Management Board recommended the Mayor of Warsaw RafaÅ‚ Trzaskowski as a new party candidate. ",pie,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/13421.png," This statistic displays the quarterly trend of the value of retail internet sales in the United Kingdom (UK) from the first quarter of 2008 to the second quarter of 2020. In the second quarter of 2020, internet retail sales were up 56.7 percent on the same quarter one year earlier. ",line,Unnamed: 0,Percentage change q-o-q
statista_dataset/dataset_copy/imgs/15783.png," Kobe Bryant is widely regarded as one of the best basketball players of all time. He sits third on the list of NBA all-time scoring leaders, having amassed 33,643 points across his 20-season career. Bryant featured in all 82 games of the LA Lakers' regular season on four occasions, most recently in 2010-11, when he scored 2,078 points at an average of 25.3 points per game. ",line,Unnamed: 0,Number of games played
statista_dataset/dataset_copy/imgs/10285.png," This statistic depicts the number of active physicians in Pennsylvania as of March 2020, ordered by specialty area. At that time, there were 2,340 anesthesiologists active in Pennsylvania. There were over 27,400 physicians active in the state. ",table,Specialty area,Number of physicians
statista_dataset/dataset_copy/imgs/1189.png," This graph shows the top 50 metropolitan areas of the United States with the highest rape rate in 2019. In 2019, Anchorage in Alaska was ranked first with 178.4 offences of rape per 100,000 inhabitants. ",table,Metropolitan statistical area,"Rate per 100,000 population"
statista_dataset/dataset_copy/imgs/18854.png, This statistic shows the smart home market revenue in the United Kingdom (UK) in 2014 with a forecast to 2019 (in billion U.S. dollars). It was expected that smart home market revenues would reach 6.94 billion U.S. dollars by 2019. ,column,Unnamed: 0,Revenue in billion U.S. dollars
statista_dataset/dataset_copy/imgs/15752.png," Between March 19 and 25, 2020, the number of new online grocery shoppers in Brazil nearly doubled, increasing by 96 percent compared to the week before. The growth was linked to the spread of COVID-19 in the South American country. Furthermore, the product category whose online sales most increased during the same period was the basic market basket, a series of alimentary items defined by Brazilian law including meat, vegetables, flour, and coffee, among other products. ",table,Change,Value
statista_dataset/dataset_copy/imgs/5515.png," This statistic shows the reported rate of violent crime in Canada from 2000 to 2019. There were roughly 1,276.97 violent crimes reported per 100,000 residents in Canada in 2019. ",line,Unnamed: 0,"Violent crime rate per 100,000 residents"
statista_dataset/dataset_copy/imgs/24827.png," The statistic represents the total number of registered automobiles in Florida in 2016. In that year, Florida had approximately 7.7 million private and commercial automobiles (including taxicabs) registered. ",bar,Unnamed: 0,Number of registered automobiles
statista_dataset/dataset_copy/imgs/18441.png," In 1800, the population of the islands which make up the territory of the Philippines had a population of approximately 1.89 million. The population of the archipelago would grow steadily throughout the 19th century, reaching almost 6.5 million people by 1900. However, the population would begin to rise much more rapidly following the countryâ€™s independence from the United States in 1946, as post-war economic aid from the United States and expansive modernization projects by the Philippine government would lead to a significant rise in standards of living and result in a post-war baby boom. This growth would remain steady well into the 21st century, and while the rate of population growth has fallen somewhat in recent years, the population of the Philippines is expected to continue its increase in the coming years, and in 2020, the Philippines is estimated to have a population of just under 110 million, which is almost twelve times larger than the Philippines' population in 1920. ",line,Unnamed: 0,Population in millions
statista_dataset/dataset_copy/imgs/8343.png," In April 2020, e-commerce retail trade sales in Canada amounted to an all-time high of 3.43 billion Canadian dollars, compared to just over 2.76 billion Canadian dollars in the prime holiday shopping month of December during the previous year. The surge in online shopping sales is of course related to the global coronavirus pandemic which has caused millions of people to stay at home due to health and safety reasons and avoid in-store purchases. ",line,Unnamed: 0,Sales in million Canadian dollars
statista_dataset/dataset_copy/imgs/22806.png," This statistic shows athleisure trends in Mexico in 2016. During a survey, more than 80 percent of respondents stated that they wear activewear for purposes other than exercise. On average and among those who exercise, respondents also stated that they own more than 40 items of active-wear apparel. ",table,Unnamed: 0,Share of respondents
statista_dataset/dataset_copy/imgs/12778.png," This statistic shows the percentage of non-voters among registered voters in the 2016 U.S. presidential election, sorted by the reason for not voting. In 2016, 24.8 percent of non-voters said that they did not like the candidates or campaign issues, and therefore did not vote. ",bar,Unnamed: 0,Percentage of registered voters
statista_dataset/dataset_copy/imgs/23643.png," This statistic depicts the obesity rates for adults in Alabama in 2019, by ethnicity. In that year, 32.6 percent of white adults in Alabama were obese. Obesity can increase risk of developing many chronic diseases such as cardiovascular disease and diabetes. ",table,Unnamed: 0,Obesity rate
statista_dataset/dataset_copy/imgs/13620.png," This chart shows some of the media consumption habits of Generation X in the United States in 2012. According to a recent study, Generation X was 26 percent more likely than other U.S. adults to have used the internet to watch movies in the past 30 days. ",table,Percent more likely than other U.S. adults to...,Unnamed: 1
statista_dataset/dataset_copy/imgs/4725.png," As of November 20, 2020, around 52.8 percent of around 30 thousand confirmed coronavirus (COVID-19) patients in South Korea were female. Additionally, people in their twenties accounted for the largest share in the total infection cases. South Korea confirmed 30,017 cases of infection including 501 deaths. For further information about the coronavirus (COVID-19) pandemic, please visit our dedicated Facts and Figures page. ",pie,Unnamed: 0,Share of cases
statista_dataset/dataset_copy/imgs/19965.png," This statistic displays the average issue readership of the women's magazine Marie Claire in the United Kingdom from first half 2003 to second half 2016. In second half 2015, Marie Claire had a readership of 632 thousand. ",line,Unnamed: 0,AIR in thousands*
statista_dataset/dataset_copy/imgs/4330.png," This statistic illustrates selected key figures for the Ducati brand in the fiscal year of 2019. The Ducati brand reported motorcycle sales of 53,183 units in 2019, slightly up 53,004 from one year earlier. ",table,Unnamed: 0,Unnamed: 1
statista_dataset/dataset_copy/imgs/25079.png," From March 9 to March 15, 2020, the FMCG nominal value in e-commerce in Russia was measured at 109.1 percent compared to the same week of the previous year. The highest growth rate was recorded in the first week of March 2020. ",column,Unnamed: 0,FMCG nominal growth
statista_dataset/dataset_copy/imgs/4549.png," This graph depicts the franchise value of the Dallas Cowboys of the National Football League from 2002 to 2020. In 2020, the franchise value came to around 5.7 billion U.S. dollars. The Dallas Cowboys are owned by Jerry Jones who bought the franchise for 150 million U.S. dollars in 1989. ",column,Unnamed: 0,Franchise value in million U.S. dollars
statista_dataset/dataset_copy/imgs/20809.png," In Italy, the number of radio listeners in 2019 amounted to approximately 34 million individuals, an increase compared to the previous years. ",line,Unnamed: 0,Listeners in thousands
statista_dataset/dataset_copy/imgs/16829.png," This statistic shows the total manufacturing sales volume for jams, fruit jellies, and fruit or nut purees and pastes in the United Kingdom (UK) from 2008 to 2019. In 2019 the sales volume of jams and jellies reached approximately 84.2 thousand tons. ",column,Unnamed: 0,Sales volume in thousand kilograms
statista_dataset/dataset_copy/imgs/10222.png," The statistic shows the share of the smart TV shipments worldwide in 2018, by operating system. Samsung's Tizen platform had the largest pie in the market with 21 percent market share. In 2018 the global sales of smart TVs reached 157 million units. ",pie,Unnamed: 0,Share of shipments
statista_dataset/dataset_copy/imgs/3590.png," The Icelandic national football team, which is controlled by the Football Association of Iceland, made its highest position in the FIFA World Ranking in 2016. In this year, they participated as the smallest nation ever in the UEFA European Championship. The team made it to the quarter finals but lost them to France. In the ranking, it made the 21th position. FIFA World Ranking â€?what does it express? In general, the ranking created by the International Federation of Association Football (FIFA) is based on game results and the most successful team is ranked highest. As of August 2018, a new calculation model adapted from the Elo rating system is in use, which is known in many sports. The teams get points for single games, that are determined by the relative strength of both opponents. These points must be added/ subtracted to get the final position in the ranking. Comparison to top national teams In April 2020, the Icelandic national football team ranked on position 39. At that time, the team took already part in two friendly matches as well as in qualifying matches for the upcoming UEFA European Championship in 2020. In contrast, the three leading national teams came from Belgium on the first position, followed by France and Brazil. ",table,Unnamed: 0,FIFA World Ranking* position
statista_dataset/dataset_copy/imgs/25961.png," This statistic depicts the distribution of the value of all merger and acquisition (M&A) deals in Western Europe in 2019, by target country. The United Kingdom (UK) had the highest share of M&A deal value in 2019 with 26 percent of the total 1.1 trillion U.S dollars seen by Western European countries. Germany and France were the two other highest recipients of M&A deals by value with 16 percent and 14 percent respectively in 2019. ",pie,Unnamed: 0,Share of deal value
statista_dataset/dataset_copy/imgs/24816.png," ITC Limited, a multinational conglomerate headquartered in Kolkata, India reported a gross profit of nearly 154 billion Indian rupees from cigarette segment in fiscal year 2019. ITC's cigarettes had a market share of 77 percent in the country. ",bar,Unnamed: 0,Profit in billion Indian rupees
statista_dataset/dataset_copy/imgs/15240.png," The statistic illustrates the total amount of investments of the private equity companies based in Bulgaria from 2007 to 2016. Private equity is the OTC provision of equity capital through private or institutional investments with the participation of companies in another company for a limited time in order to generate financial benefits. It can be seen that total private equity investments fluctuated overall during the period under observation, reaching a value of 10.76 million euros as of 2016. The largest total value of private equity investments was found in 2012, when total private equity investment of more than 65 million euros was recorded. ",column,Unnamed: 0,Total investment in million euros
